capitulo,leccion,dificultad,enunciado,opcion_a,opcion_b,opcion_c,opcion_d,respuesta_correcta,explicacion
Series y Sucesiones,Pruebas de series,dificil,"Si $\sum_{n=1}^{\infty} a_n$ diverge y $a_n > 0$, y $0 < \frac{b_n}{a_n} \to L$ con $0<L<\infty$, entonces $\sum b_n$:",Diverge,Converge,Puede converger o diverger,No se puede determinar,A,"Por la Prueba de Comparacion al Limite, ambas series se comportan igual. Como $\sum a_n$ diverge, $\sum b_n$ diverge."
Series y Sucesiones,Pruebas de series,dificil,Determine si $\sum_{n=1}^{\infty} \frac{n+1}{n^3-n+1}$ converge o diverge.,Converge,Diverge,No se puede determinar,Converge a $\frac{3}{2}$,A,"Para $n$ grande, $\frac{n+1}{n^3-n+1}\sim\frac{n}{n^3}=\frac{1}{n^2}$. Por comparacion al limite con $\sum\frac{1}{n^2}$ (converge), la serie converge."
Series y Sucesiones,Series alternantes,facil,¿Cual de las siguientes es una serie alternante?,$\sum_{n=1}^{\infty} \frac{1}{n}$,$\sum_{n=1}^{\infty} \frac{n}{2^n}$,$\sum_{n=1}^{\infty} \frac{(-1)^n}{n}$,$\sum_{n=1}^{\infty} (-1)^{2n}$,C,Una serie alternante tiene terminos que alternan en signo. $\frac{(-1)^n}{n}$ alterna entre positivo y negativo.
Series y Sucesiones,Series alternantes,facil,La Prueba de la Serie Alternante requiere que $a_n$ (la parte positiva) sea:,Creciente y tienda a $0$,Solo decreciente,Decreciente y tienda a $0$,Solo tienda a $0$,C,Las dos condiciones son: (1) $a_{n+1}\le a_n$ (decreciente) y (2) $\lim a_n=0$.
Series y Sucesiones,Series alternantes,facil,¿Que tipo de convergencia tiene $\sum_{n=1}^{\infty} (-1)^{n+1}\frac{1}{n^2}$?,Condicionalmente convergente,Divergente,Absolutamente convergente,No se puede determinar,C,"$\sum\frac{1}{n^2}$ converge (serie p, $p=2$), asi que la serie converge absolutamente."
Series y Sucesiones,Series alternantes,facil,"Si una serie es absolutamente convergente, entonces:",Es divergente,Es convergente,Es condicionalmente convergente,Puede converger o diverger,B,Toda serie absolutamente convergente es convergente.
Series y Sucesiones,Series alternantes,facil,La serie $\sum_{n=1}^{\infty} (-1)^{n+1}\frac{1}{n}$ se llama:,Serie armonica alternante,Serie telescopica,Serie geometrica,Serie p,A,"Es la serie armonica alternante, el ejemplo clasico de convergencia condicional."
Series y Sucesiones,Series alternantes,facil,¿Es $\sum_{n=1}^{\infty} (-1)^{n+1}\frac{1}{n}$ absolutamente convergente?,Si,"No, y es divergente","No, pero es condicionalmente convergente",No se puede determinar,C,"$\sum\frac{1}{n}$ diverge (armonica), pero la serie alternante converge por la prueba de Leibniz. Es condicionalmente convergente."
Series y Sucesiones,Series alternantes,medio,Determine si $\sum_{n=1}^{\infty} \frac{(-1)^{n+1} 3n}{4n-1}$ converge.,Diverge,Converge absolutamente,Converge condicionalmente,No se puede determinar,A,"$\lim_{n\to\infty}\frac{3n}{4n-1}=\frac{3}{4}\ne 0$. No cumple $\lim a_n=0$, asi que diverge."
Series y Sucesiones,Series alternantes,medio,Determine si $\sum_{n=1}^{\infty} \frac{(-1)^{n+1} n^2}{n^3+1}$ converge.,Converge condicionalmente,Converge absolutamente,Diverge,Converge a $0$,A,$a_n=\frac{n^2}{n^3+1}\to 0$ y es decreciente para $n$ grande. Converge por la prueba alternante. Pero $\sum\frac{n^2}{n^3+1}\sim\sum\frac{1}{n}$ diverge. Convergencia condicional.
Series y Sucesiones,Series alternantes,medio,Determine si $\sum_{n=1}^{\infty} \frac{(-1)^n}{n^3}$ es absolutamente o condicionalmente convergente.,Condicionalmente convergente,Divergente,No es convergente,Absolutamente convergente,D,"$\sum\frac{1}{n^3}$ converge (serie p, $p=3>1$). Convergencia absoluta."
Series y Sucesiones,Series alternantes,medio,Determine si $\sum_{n=1}^{\infty} (-1)^n \frac{\ln(n)}{n}$ converge.,Converge condicionalmente,Converge absolutamente,No se puede determinar,Diverge,A,$a_n=\frac{\ln n}{n}\to 0$ y es decreciente para $n\ge 3$. Converge por la prueba alternante. Pero la serie de valores absolutos $\sum\frac{\ln n}{n}$ diverge (mayor que la armonica). Condicional.
Series y Sucesiones,Series alternantes,medio,¿Que se puede concluir si $\sum \lvert a_n\rvert$ diverge?,$\sum a_n$ diverge,$\sum a_n$ puede converger o diverger,$\sum a_n$ converge condicionalmente,$\sum a_n$ converge absolutamente,B,"Si $\sum \lvert a_n\rvert$ diverge, $\sum a_n$ puede ser condicionalmente convergente (converge) o divergente."
Series y Sucesiones,Series alternantes,medio,Determine si $\sum_{n=1}^{\infty} (-1)^n \frac{n}{2n+1}$ converge.,Converge condicionalmente,Converge absolutamente,Diverge,Converge a $-\frac{1}{2}$,C,"$\lim_{n\to\infty}\frac{n}{2n+1}=\frac{1}{2}\ne 0$. Por la prueba de la divergencia, diverge."
Series y Sucesiones,Series alternantes,medio,Determine si $\sum_{n=1}^{\infty} \frac{(-1)^{n+1}}{\sqrt{n}}$ converge.,Converge condicionalmente,Converge absolutamente,Converge a $\frac{1}{2}$,Diverge,A,$a_n=\frac{1}{\sqrt{n}}$ es decreciente y $\to 0$. Converge por prueba alternante. Pero $\sum\frac{1}{\sqrt{n}}$ diverge ($p=\frac{1}{2}$). Condicional.
Series y Sucesiones,Series alternantes,medio,"Si $\sum_{n=1}^{\infty} (-1)^{n+1} a_n$ converge por la prueba de la serie alternante, el error al usar $S_N$ como aproximacion es menor o igual a:",$a_1$,$a_{N+1}$,$a_N$,$\frac{a_N}{2}$,B,"El error de estimacion de la serie alternante esta acotado por $a_{N+1}$, el primer termino omitido."
Series y Sucesiones,Series alternantes,dificil,Determine si $\sum_{n=1}^{\infty} (-1)^n \frac{n!}{2^n}$ converge o diverge.,Converge condicionalmente,Converge absolutamente,Converge a $-1$,Diverge,D,"$\lim_{n\to\infty}\frac{n!}{2^n}=\infty \ne 0$. Por la prueba de la divergencia, la serie diverge."
Series y Sucesiones,Series alternantes,dificil,Clasifique la convergencia de $\sum_{n=1}^{\infty} (-1)^n \frac{1}{n\ln(n)}$ (para $n\ge 2$).,Absolutamente convergente,Divergente,No se puede determinar,Condicionalmente convergente,D,$a_n=\frac{1}{n\ln n}\to 0$ y es decreciente. Converge por la prueba alternante. Pero $\sum\frac{1}{n\ln n}$ diverge (Prueba de la Integral). Condicional.
Series y Sucesiones,Series alternantes,dificil,Clasifique la convergencia de $\sum_{n=1}^{\infty} \frac{(-1)^n}{n^2+(-1)^n}$.,Diverge,Absolutamente convergente,Condicionalmente convergente,No se puede determinar,B,"$\lvert\frac{(-1)^n}{n^2+(-1)^n}\rvert = \frac{1}{n^2+(-1)^n}$. Para $n\ge 2$, $\frac{1}{n^2+(-1)^n}\le \frac{1}{n^2-1}<\frac{2}{n^2}$. Como $\sum\frac{1}{n^2}$ converge, converge absolutamente."
Series y Sucesiones,Series alternantes,dificil,"Si $\sum_{n=1}^{\infty} a_n$ converge condicionalmente y reordenamos sus terminos, ¿que puede ocurrir?",La suma siempre es la misma,La serie siempre diverge,La suma solo puede aumentar,La suma puede cambiar a cualquier valor real o diverger,D,"Por el teorema de Riemann, una serie condicionalmente convergente puede reordenarse para sumar cualquier valor real, o incluso diverger."
Series y Sucesiones,Series alternantes,dificil,"Determine si $\sum_{n=1}^{\infty} (-1)^n \frac{2^n}{n!}$ converge absolutamente, condicionalmente, o diverge.",Diverge,Absolutamente convergente,Condicionalmente convergente,No converge,B,$\sum\frac{2^n}{n!}$ converge (por el criterio de la razon: $\frac{2}{n+1}\to 0 <1$). Convergencia absoluta.
Series y Sucesiones,Series alternantes,dificil,Determine el tipo de convergencia de $\sum_{n=2}^{\infty} \frac{(-1)^n}{\sqrt{n}-1}$.,Absolutamente convergente,Divergente,No se puede determinar,Condicionalmente convergente,D,$a_n=\frac{1}{\sqrt{n}-1}\to 0$ y es decreciente. Converge por prueba alternante. Pero $\frac{1}{\sqrt{n}-1}>\frac{1}{\sqrt{n}}$ y $\sum\frac{1}{\sqrt{n}}$ diverge. Condicional.
Series y Sucesiones,Criterios de convergencia,facil,"El Criterio de la Razon consiste en calcular $L = \lim_{n\to\infty} \left\lvert\frac{a_{n+1}}{a_n}\right\rvert$. Si $L < 1$, la serie:",Diverge,Converge absolutamente,Es inconcluyente,Converge condicionalmente,B,"Si $L<1$, la serie converge absolutamente por el Criterio de la Razon."
Series y Sucesiones,Criterios de convergencia,facil,"Si el Criterio de la Razon da $L > 1$, la serie:",Diverge,Converge,Es inconcluyente,Converge condicionalmente,A,"Si $L>1$ (o $L=\infty$), la serie diverge."
Series y Sucesiones,Criterios de convergencia,facil,"El Criterio de la Raiz consiste en calcular $L = \lim_{n\to\infty} \sqrt[n]{\lvert a_n\rvert}$. Si $L = 1$, ¿que se concluye?",El criterio es inconcluyente,Diverge,Converge,Converge condicionalmente,A,"Cuando $L=1$, tanto el Criterio de la Razon como el de la Raiz son inconcluyentes."
Series y Sucesiones,Criterios de convergencia,facil,¿Que criterio es mas util cuando los terminos de la serie involucran factoriales?,Criterio de la Raiz,Prueba de la Integral,Criterio de la Razon,Prueba de Comparacion,C,El Criterio de la Razon es mas util con factoriales porque la razon $\frac{a_{n+1}}{a_n}$ simplifica los factoriales.
Series y Sucesiones,Criterios de convergencia,facil,¿Que criterio es mas util cuando los terminos tienen la forma $b_n^n$ (todo elevado a la $n$)?,Criterio de la Razon,Criterio de la Raiz,Prueba de Comparacion,Prueba de la Integral,B,"El Criterio de la Raiz es ideal cuando $a_n$ tiene la forma de algo elevado a la $n$, ya que $\sqrt[n]{b_n^n}=b_n$."
Series y Sucesiones,Criterios de convergencia,facil,"Usando el Criterio de la Razon, ¿converge $\sum_{n=1}^{\infty} \frac{1}{n!}$?",Inconcluyente,Diverge,Converge,Converge a $e$,C,$L=\lim\frac{n!}{(n+1)!}=\lim\frac{1}{n+1}=0<1$. Converge.
Series y Sucesiones,Criterios de convergencia,medio,"Usando el Criterio de la Razon, determine si $\sum_{n=1}^{\infty} \frac{n^n}{n!}$ converge o diverge.",Converge,Diverge,Inconcluyente,Converge a $e$,B,$\frac{a_{n+1}}{a_n}=\frac{(n+1)^{n+1}}{(n+1)!}\cdot\frac{n!}{n^n}=\left(\frac{n+1}{n}\right)^n=\left(1+\frac{1}{n}\right)^n\to e>1$. Diverge.
Series y Sucesiones,Criterios de convergencia,medio,"Usando el Criterio de la Raiz, determine si $\sum_{n=1}^{\infty} \left(\frac{2n+1}{3n+2}\right)^n$ converge o diverge.",Diverge,Inconcluyente,Converge,Converge a $\frac{2}{3}$,C,$\sqrt[n]{a_n}=\frac{2n+1}{3n+2}\to\frac{2}{3}<1$. Converge.
Series y Sucesiones,Criterios de convergencia,medio,Aplique el Criterio de la Razon a $\sum_{n=1}^{\infty} \frac{3^n}{n!}$.,Converge,Inconcluyente,Converge a $e^3$,Diverge,A,$L=\lim\frac{3^{n+1}}{(n+1)!}\cdot\frac{n!}{3^n}=\lim\frac{3}{n+1}=0<1$. Converge.
Series y Sucesiones,Criterios de convergencia,medio,Aplique el Criterio de la Raiz a $\sum_{n=1}^{\infty} \left(\frac{n}{2n+1}\right)^n$.,Inconcluyente,Diverge,Converge,Converge a $\frac{1}{2}$,C,$L=\lim\frac{n}{2n+1}=\frac{1}{2}<1$. Converge.
Series y Sucesiones,Criterios de convergencia,medio,Aplique el Criterio de la Razon a $\sum_{n=1}^{\infty} \frac{2^n}{n^2}$.,Diverge,Inconcluyente,Converge a $4$,Converge,A,$L=\lim\frac{2^{n+1}}{(n+1)^2}\cdot\frac{n^2}{2^n}=2\lim\frac{n^2}{(n+1)^2}=2>1$. Diverge.
Series y Sucesiones,Criterios de convergencia,medio,Aplique el Criterio de la Razon a $\sum_{n=1}^{\infty} \frac{n!}{10^n}$.,Diverge,Inconcluyente,Converge,Converge a $\frac{1}{9}$,A,$L=\lim\frac{(n+1)!}{10^{n+1}}\cdot\frac{10^n}{n!}=\lim\frac{n+1}{10}=\infty>1$. Diverge.
Series y Sucesiones,Criterios de convergencia,medio,Aplique el Criterio de la Raiz a $\sum_{n=1}^{\infty} \frac{1}{(\ln n)^n}$ (para $n\ge 2$).,Diverge,Converge,Inconcluyente,Converge a $0$,B,$L=\lim\frac{1}{\ln n}=0<1$. Converge.
Series y Sucesiones,Criterios de convergencia,medio,¿Que resultado da el Criterio de la Razon para la serie p $\sum \frac{1}{n^2}$?,"$L=0$, converge","$L=2$, diverge","$L=\frac{1}{2}$, converge","$L=1$, inconcluyente",D,$L=\lim\frac{n^2}{(n+1)^2}=1$. El criterio es inconcluyente para series p.
Series y Sucesiones,Criterios de convergencia,dificil,Determine si $\sum_{n=1}^{\infty} \frac{n! \cdot 2^n}{(2n)!}$ converge o diverge.,Diverge,Converge a $1$,Inconcluyente,Converge,D,$L=\lim\frac{(n+1)!2^{n+1}}{(2n+2)!}\cdot\frac{(2n)!}{n!2^n}=\lim\frac{2(n+1)}{(2n+1)(2n+2)}=\lim\frac{2}{2(2n+1)}=0<1$. Converge.
Series y Sucesiones,Criterios de convergencia,dificil,Determine si $\sum_{n=1}^{\infty} \left(\frac{n^2+1}{2n^2+3}\right)^n$ converge o diverge.,Diverge,Converge a $\frac{1}{2}$,Inconcluyente,Converge,D,$L=\lim\frac{n^2+1}{2n^2+3}=\frac{1}{2}<1$. Converge por el Criterio de la Raiz.
Series y Sucesiones,Criterios de convergencia,dificil,Determine si $\sum_{n=1}^{\infty} \frac{(2n)!}{(n!)^2 4^n}$ converge o diverge.,Converge,Inconcluyente,Converge a $\frac{1}{\sqrt{\pi}}$,Diverge,D,"$\frac{a_{n+1}}{a_n}=\frac{(2n+2)!}{((n+1)!)^2 4^{n+1}}\cdot\frac{(n!)^2 4^n}{(2n)!}=\frac{(2n+2)(2n+1)}{4(n+1)^2}=\frac{2(2n+1)}{4(n+1)}\to 1$. Inconcluyente por razon, pero por Stirling $a_n\sim\frac{1}{\sqrt{\pi n}}$, diverge (comparar con $\sum\frac{1}{\sqrt{n}}$)."
Series y Sucesiones,Criterios de convergencia,dificil,Determine si $\sum_{n=1}^{\infty} \frac{n^{10}}{2^n}$ converge o diverge.,Diverge,Converge a $0$,Converge,Inconcluyente,C,$L=\lim\frac{(n+1)^{10}}{2^{n+1}}\cdot\frac{2^n}{n^{10}}=\frac{1}{2}\lim\left(\frac{n+1}{n}\right)^{10}=\frac{1}{2}<1$. Converge.
Series y Sucesiones,Criterios de convergencia,dificil,Determine si $\sum_{n=1}^{\infty} \frac{(n!)^2}{(2n)!}$ converge.,Diverge,Inconcluyente,Converge a $1$,Converge,D,$L=\lim\frac{((n+1)!)^2}{(2n+2)!}\cdot\frac{(2n)!}{(n!)^2}=\lim\frac{(n+1)^2}{(2n+1)(2n+2)}=\lim\frac{n^2}{4n^2}=\frac{1}{4}<1$. Converge.
Series y Sucesiones,Criterios de convergencia,dificil,Aplique el Criterio de la Raiz a $\sum_{n=1}^{\infty} \left(1-\frac{1}{n}\right)^{n^2}$.,Diverge,Converge,Inconcluyente,Converge a $e^{-1}$,B,$\sqrt[n]{a_n}=\left(1-\frac{1}{n}\right)^n\to e^{-1}=\frac{1}{e}<1$. Converge.
Series y Sucesiones,Series de potencias,facil,¿Cual es el centro de la serie de potencias $\sum_{n=0}^{\infty} \frac{x^n}{n!}$?,$a = 1$,$a = 0$,$a = e$,No tiene centro,B,"La serie tiene la forma $\sum c_n(x-0)^n$, asi que el centro es $a=0$."
Series y Sucesiones,Series de potencias,facil,¿Cual es el radio de convergencia de $\sum_{n=0}^{\infty} x^n$?,$R = 1$,$R = \infty$,$R = 0$,$R = 2$,A,"Es la serie geometrica. Converge cuando $\lvert x\rvert < 1$, asi que $R=1$."
Series y Sucesiones,Series de potencias,facil,"Si el radio de convergencia de una serie de potencias es $R=\infty$, la serie converge para:",Solo $x = 0$,Todo $x \in \mathbb{R}$,$\lvert x\rvert < 1$,Ningun $x$,B,$R=\infty$ significa que la serie converge para todo numero real $x$.
Series y Sucesiones,Series de potencias,facil,"Si el radio de convergencia es $R=0$, la serie converge para:",Todo $x$,$\lvert x\rvert < 1$,Solo $x = a$ (el centro),$x > 0$,C,$R=0$ significa que la serie solo converge en el centro $x=a$.
Series y Sucesiones,Series de potencias,facil,"En la serie $\sum_{n=0}^{\infty} c_n(x-3)^n$, ¿cual es el centro?",$0$,$3$,$-3$,$c_0$,B,El centro es el valor $a$ tal que la serie es $\sum c_n(x-a)^n$. Aqui $a=3$.
Series y Sucesiones,Series de potencias,facil,El radio de convergencia se puede calcular con la formula $R = \frac{1}{L}$ donde $L$ es:,$\lim_{n\to\infty} \frac{c_n}{c_{n+1}}$,$\lim_{n\to\infty} nc_n$,$\lim_{n\to\infty} c_n$,$\lim_{n\to\infty} \left\lvert\frac{c_{n+1}}{c_n}\right\rvert$,D,$R = \frac{1}{L}$ donde $L = \lim_{n\to\infty}\left\lvert\frac{c_{n+1}}{c_n}\right\rvert$.
Series y Sucesiones,Series de potencias,medio,Determine el radio de convergencia de $\sum_{n=0}^{\infty} \frac{x^n}{n!}$.,$R = \infty$,$R = 0$,$R = e$,$R = 1$,A,$L = \lim\left\lvert\frac{1/(n+1)!}{1/n!}\right\rvert = \lim\frac{1}{n+1}=0$. $R=\frac{1}{0}=\infty$.
Series y Sucesiones,Series de potencias,medio,Determine el radio de convergencia de $\sum_{n=0}^{\infty} n! x^n$.,$R = \infty$,$R = 0$,$R = 1$,$R = e$,B,$L = \lim\frac{(n+1)!}{n!}=\lim(n+1)=\infty$. $R=\frac{1}{\infty}=0$.
Series y Sucesiones,Series de potencias,medio,Determine el radio de convergencia de $\sum_{n=1}^{\infty} \frac{(x-2)^n}{n}$.,$R = 2$,$R = \infty$,$R = 1$,$R = \frac{1}{2}$,C,"$c_n = \frac{1}{n}$. $L=\lim\frac{n}{n+1}=1$. $R=1$. Centro en $a=2$, converge en $(1,3)$ (verificar extremos)."
Series y Sucesiones,Series de potencias,medio,Determine el intervalo de convergencia de $\sum_{n=0}^{\infty} x^n$.,"$(-\infty, \infty)$","$(-1, 1)$","$[-1, 1]$","$[-1, 1)$",B,"$R=1$, centro $a=0$. Intervalo abierto $(-1,1)$. En $x=1$: $\sum 1$ diverge. En $x=-1$: $\sum(-1)^n$ diverge."
Series y Sucesiones,Series de potencias,medio,Determine el radio de convergencia de $\sum_{n=0}^{\infty} \frac{(-3)^n x^n}{\sqrt{n+1}}$.,$R = 3$,$R = \frac{1}{\sqrt{3}}$,$R = \frac{1}{3}$,$R = \infty$,C,$c_n = \frac{(-3)^n}{\sqrt{n+1}}$. $L=\lim\left\lvert\frac{(-3)^{n+1}/\sqrt{n+2}}{(-3)^n/\sqrt{n+1}}\right\rvert=3\lim\sqrt{\frac{n+1}{n+2}}=3$. $R=\frac{1}{3}$.
Series y Sucesiones,Series de potencias,medio,Determine el radio de convergencia de $\sum_{n=0}^{\infty} \frac{n(x+2)^n}{3^{n+1}}$.,$R = \frac{1}{3}$,$R = \infty$,$R = 3$,$R = 1$,C,$c_n=\frac{n}{3^{n+1}}$. $L=\lim\frac{(n+1)/3^{n+2}}{n/3^{n+1}}=\frac{1}{3}\lim\frac{n+1}{n}=\frac{1}{3}$. $R=3$.
Series y Sucesiones,Series de potencias,medio,¿Cual es el intervalo de convergencia de $\sum_{n=1}^{\infty} \frac{(x-2)^n}{n}$?,"$(1, 3)$","$[1, 3]$","$(1, 3]$","$[1, 3)$",D,"$R=1$, centro $2$. En $x=1$: $\sum\frac{(-1)^n}{n}$ converge (alternante). En $x=3$: $\sum\frac{1}{n}$ diverge (armonica). Intervalo $[1,3)$."
Series y Sucesiones,Series de potencias,medio,"Si una serie de potencias tiene $R=5$ y centro $a=2$, ¿en que intervalo (abierto) converge seguro?","$(2, 7)$","$(0, 10)$","$(-5, 5)$","$(-3, 7)$",D,"El intervalo abierto es $(a-R, a+R) = (2-5, 2+5) = (-3, 7)$."
Series y Sucesiones,Series de potencias,dificil,Determine el intervalo de convergencia de $\sum_{n=1}^{\infty} \frac{(-1)^n x^n}{n}$.,"$(-1, 1)$","$[-1, 1)$","$(-1, 1]$","$[-1, 1]$",C,"$R=1$. En $x=1$: $\sum\frac{(-1)^n}{n}$ converge (alternante). En $x=-1$: $\sum\frac{1}{n}$ diverge (armonica). Intervalo $(-1,1]$."
Series y Sucesiones,Series de potencias,dificil,Determine el radio de convergencia de $\sum_{n=0}^{\infty} \frac{(2x)^n}{n^2+1}$.,$R = \frac{1}{2}$,$R = 2$,$R = 1$,$R = \infty$,A,Reescribimos como $\sum \frac{2^n}{n^2+1}x^n$. $c_n=\frac{2^n}{n^2+1}$. $L=\lim\frac{2^{n+1}/((n+1)^2+1)}{2^n/(n^2+1)}=2\lim\frac{n^2+1}{n^2+2n+2}=2$. $R=\frac{1}{2}$.
Series y Sucesiones,Series de potencias,dificil,Determine el intervalo de convergencia de $\sum_{n=0}^{\infty} \frac{n! x^n}{n^n}$.,"$(-e, e)$",Solo $x=0$,"$[-e, e)$","$(-\infty, \infty)$",A,"Por Stirling, $\frac{n!}{n^n}\sim \frac{\sqrt{2\pi n}}{e^n}$. Asi $L=\lim\frac{(n+1)!/(n+1)^{n+1}}{n!/n^n}=\lim\frac{1}{(1+1/n)^n}=\frac{1}{e}$. $R=e$."
Series y Sucesiones,Series de potencias,dificil,"Si $\sum c_n x^n$ tiene radio $R=4$, ¿cual es el radio de $\sum c_n (2x)^n$?",$4$,$8$,$16$,$2$,D,"$\sum c_n 2^n x^n$ tiene coeficientes $c_n 2^n$. El nuevo $L' = 2L$, asi $R'=\frac{R}{2}=2$."
Series y Sucesiones,Series de potencias,dificil,Determine el radio de convergencia de $\sum_{n=0}^{\infty} \frac{(x-1)^{2n}}{n!}$.,$R = 1$,$R = \sqrt{e}$,$R = e$,$R = \infty$,D,"Sea $u=(x-1)^2$. La serie es $\sum\frac{u^n}{n!}=e^u$, que converge para todo $u$. Como $u=(x-1)^2\ge 0$ siempre, converge para todo $x$. $R=\infty$."
Series y Sucesiones,Series de potencias,dificil,"Si $\sum_{n=0}^{\infty} c_n x^n$ tiene radio $R$ y $\sum_{n=0}^{\infty} d_n x^n$ tiene radio $S$, ¿cual es el radio minimo de $\sum (c_n+d_n)x^n$?","$\min(R, S)$",$RS$,$R + S$,"$\max(R, S)$",A,"El radio de la suma es al menos $\min(R,S)$. Puede ser mayor, pero $\min(R,S)$ es la garantia."
Series y Sucesiones,Representación de funciones,facil,La representacion en serie de potencias de $\frac{1}{1-x}$ es:,$\sum_{n=0}^{\infty} (-x)^n$ para $\lvert x\rvert < 1$,$\sum_{n=1}^{\infty} x^n$ para $\lvert x\rvert < 1$,$\sum_{n=0}^{\infty} x^n$ para $\lvert x\rvert < 1$,$\sum_{n=0}^{\infty} nx^n$ para $\lvert x\rvert < 1$,C,Es la serie geometrica clasica: $\frac{1}{1-x}=1+x+x^2+\cdots=\sum_{n=0}^{\infty}x^n$.
Series y Sucesiones,Representación de funciones,facil,"Si $f(x) = \sum_{n=0}^{\infty} c_n x^n$, entonces $f'(x) =$",$\sum_{n=0}^{\infty} c_n x^{n-1}$,$\sum_{n=1}^{\infty} c_n x^n$,$\sum_{n=0}^{\infty} \frac{c_n}{n+1} x^{n+1}$,$\sum_{n=1}^{\infty} n c_n x^{n-1}$,D,"Se deriva termino a termino: la derivada de $c_n x^n$ es $nc_n x^{n-1}$, y el termino $n=0$ desaparece."
Series y Sucesiones,Representación de funciones,facil,¿Que operacion sobre $\frac{1}{1-x}=\sum x^n$ produce la serie de $\frac{1}{(1-x)^2}$?,Integracion,Derivacion,Sustitucion de $x$ por $-x$,Multiplicacion por $x$,B,Derivando: $\frac{d}{dx}\frac{1}{1-x}=\frac{1}{(1-x)^2}=\sum_{n=1}^{\infty}nx^{n-1}$.
Series y Sucesiones,Representación de funciones,facil,La serie de $\frac{1}{1+x}$ se obtiene sustituyendo $x$ por $-x$ en $\frac{1}{1-x}$. El resultado es:,$\sum_{n=0}^{\infty} (-1)^n x^n$,$\sum_{n=0}^{\infty} x^n$,$\sum_{n=0}^{\infty} (-1)^{n+1} x^n$,$\sum_{n=1}^{\infty} (-1)^n x^n$,A,$\frac{1}{1-(-x)}=\sum_{n=0}^{\infty}(-x)^n=\sum_{n=0}^{\infty}(-1)^n x^n$.
Series y Sucesiones,Representación de funciones,facil,"Al derivar o integrar una serie de potencias, el radio de convergencia:",Siempre aumenta,Siempre disminuye,Permanece igual,Se duplica,C,El radio de convergencia no cambia al derivar o integrar una serie de potencias.
Series y Sucesiones,Representación de funciones,facil,"Si $\int f(x)\,dx = C + \sum_{n=0}^{\infty} \frac{c_n}{n+1}x^{n+1}$, ¿que representa $C$?",El coeficiente $c_0$,El radio de convergencia,El centro de la serie,La constante de integracion,D,"$C$ es la constante de integracion, que se determina con una condicion inicial."
Series y Sucesiones,Representación de funciones,medio,Represente $\frac{1}{1+x^2}$ como serie de potencias.,$\sum_{n=0}^{\infty} x^{2n}$,$\sum_{n=0}^{\infty} (-1)^n x^{2n}$,$\sum_{n=0}^{\infty} (-1)^n x^n$,$\sum_{n=1}^{\infty} (-1)^{n+1} x^{2n}$,B,Sustituimos $x$ por $-x^2$ en $\frac{1}{1-x}=\sum x^n$: $\frac{1}{1+x^2}=\sum_{n=0}^{\infty}(-x^2)^n=\sum(-1)^n x^{2n}$.
Series y Sucesiones,Representación de funciones,medio,Encuentre la serie de potencias para $\ln(1+x)$ integrando $\frac{1}{1+x}$.,$\sum_{n=1}^{\infty} \frac{x^n}{n}$,$\sum_{n=0}^{\infty} \frac{(-1)^n x^n}{n}$,$\sum_{n=1}^{\infty} \frac{(-1)^{n+1} x^n}{n}$,$\sum_{n=0}^{\infty} \frac{x^{n+1}}{n+1}$,C,$\frac{1}{1+x}=\sum(-1)^n x^n$. Integrando: $\ln(1+x)=\sum_{n=0}^{\infty}\frac{(-1)^n}{n+1}x^{n+1}=\sum_{n=1}^{\infty}\frac{(-1)^{n+1}}{n}x^n$.
Series y Sucesiones,Representación de funciones,medio,Encuentre la serie de potencias para $\frac{1}{(1-x)^2}$.,$\sum_{n=0}^{\infty} x^{2n}$,$\sum_{n=0}^{\infty} (n+1)x^n$,$\sum_{n=1}^{\infty} nx^{n-1}$,Ambas B y C son correctas,D,Derivando $\frac{1}{1-x}=\sum x^n$: $\frac{1}{(1-x)^2}=\sum_{n=1}^{\infty}nx^{n-1}=\sum_{n=0}^{\infty}(n+1)x^n$. Las opciones B y C son equivalentes.
Series y Sucesiones,Representación de funciones,medio,Represente $\frac{x}{1-x}$ como serie de potencias.,$\sum_{n=0}^{\infty} x^n$,$\sum_{n=1}^{\infty} x^n$,Ambas B y C son correctas,$\sum_{n=0}^{\infty} x^{n+1}$,C,$\frac{x}{1-x}=x\cdot\sum_{n=0}^{\infty}x^n=\sum_{n=0}^{\infty}x^{n+1}=\sum_{n=1}^{\infty}x^n$. B y C son equivalentes.
Series y Sucesiones,Representación de funciones,medio,Encuentre la serie para $\arctan(x)$ integrando $\frac{1}{1+x^2}=\sum (-1)^n x^{2n}$.,$\sum_{n=0}^{\infty} \frac{(-1)^n x^{2n+1}}{2n+1}$,$\sum_{n=0}^{\infty} \frac{(-1)^n x^{2n}}{2n}$,$\sum_{n=1}^{\infty} \frac{(-1)^{n+1} x^{2n}}{2n}$,$\sum_{n=0}^{\infty} \frac{x^{2n+1}}{2n+1}$,A,"Integrando termino a termino: $\int(-1)^n x^{2n}dx = \frac{(-1)^n x^{2n+1}}{2n+1}$. Con $\arctan(0)=0$, $C=0$."
